ensembl_gene_id	IDR_30C_1_pellet_262	IDR_30C_1_SN_244	IDR_30C_1_total_226	IDR_30C_2_pellet_263	IDR_30C_2_SN_245	IDR_30C_2_total_227	IDR_40C_1_pellet_264	IDR_40C_1_SN_246	IDR_40C_1_total_228	IDR_40C_2_pellet_265	IDR_40C_2_SN_247	IDR_40C_2_total_229	IDR_42C_1_pellet_266	IDR_42C_1_SN_248	IDR_42C_1_total_230	IDR_42C_2_pellet_267	IDR_42C_2_SN_249	IDR_42C_2_total_231	WT_30C_1_pellet_250	WT_30C_1_SN_232	WT_30C_1_total_214	WT_30C_2_pellet_251	WT_30C_2_SN_233	WT_30C_2_total_215	WT_40C_1_pellet_252	WT_40C_1_SN_234	WT_40C_1_total_216	WT_40C_2_pellet_253	WT_40C_2_SN_235	WT_40C_2_total_217	WT_42C_1_pellet_254	WT_42C_1_SN_236	WT_42C_1_total_218	WT_42C_2_pellet_255	WT_42C_2_SN_237	WT_42C_2_total_219
YBL003C	532	2369	2581	496	2585	2683	346	1049	1436	374	1327	1768	734	1830	1739	648	1185	1775	493	3328	2863	470	3177	2937	423	1534	1052	488	1606	1412	776	2359	2977	854	1906	2558
YBL004W	20927	7584	9526	16520	6790	7987	6460	1375	2368	5801	1479	2716	8739	616	2452	12769	796	2331	12025	7445	7022	15030	7684	11493	4905	1467	2409	5478	1417	2872	11874	1038	5123	10703	751	4754
YBL005W	1440	431	567	1139	510	563	2139	373	787	1938	414	792	1611	228	589	2173	261	501	1282	569	611	1387	541	880	2173	411	942	2448	456	1165	2211	231	1102	2046	137	906
YBL005W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL005W-B	6628	678	813	4905	630	691	4890	413	778	4248	379	652	2370	233	388	3012	320	394	7234	1339	614	5331	1018	1036	3201	686	593	4359	676	877	3494	912	1141	3039	252	864
YBL006C	257	396	548	286	435	594	495	251	398	527	267	442	520	309	365	312	258	349	209	456	531	243	423	545	350	270	256	506	201	299	419	257	314	437	151	391
YBL006W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL007C	6092	4214	5242	5444	5230	5851	10147	2736	4720	10169	2605	3915	10848	1471	2224	15346	1507	2986	5137	3621	6420	5311	3190	6664	7648	1894	4211	8039	2000	5440	9219	1353	3564	9543	1002	4084
YBL008W	2110	1350	1892	1924	1542	1991	2294	528	1011	2284	468	1040	2613	264	760	3175	318	760	1202	1396	1640	1307	1338	1754	1316	489	651	1765	439	811	1831	231	759	2128	145	886
YBL008W-A	3	1	0	4	0	3	1	0	1	6	0	3	8	0	4	12	0	3	0	1	1	2	2	0	8	1	2	7	2	3	6	2	6	10	0	4
YBL009W	665	386	483	562	541	589	275	101	199	267	117	178	348	211	274	534	227	240	459	253	485	485	241	665	201	68	167	242	64	220	385	135	442	381	107	361
YBL010C	111	96	116	94	131	131	134	77	184	147	97	163	132	79	151	139	82	129	89	176	102	109	147	165	152	70	130	162	104	133	179	99	205	158	61	175
YBL011W	3761	1660	2607	3383	2075	2706	5651	1013	2079	5550	1030	2101	5587	708	1686	7514	772	1734	2714	1351	2153	3085	1428	2717	4227	701	1861	4705	793	1843	5293	509	1697	5408	338	2060
YBL012C	23	9	11	32	8	7	32	3	13	30	1	8	17	4	4	37	4	6	19	2	9	20	5	12	29	3	11	30	1	10	39	1	7	17	5	12
YBL013W	220	63	95	204	76	102	516	55	141	532	49	132	346	31	55	406	33	93	165	47	106	164	60	122	411	43	126	392	33	106	338	35	81	308	23	104
YBL014C	3497	1455	2169	3041	1596	2072	3207	473	1083	3327	474	1121	3480	303	879	4674	334	906	2075	1305	1439	2622	1383	2038	2226	442	891	2722	380	911	2970	266	1005	3092	214	1241
YBL015W	981	544	782	1065	730	1030	6596	3360	5035	6968	3280	4355	3315	2087	1898	3291	2113	1899	808	150	961	883	230	936	3285	529	2278	3982	845	3018	2387	485	1402	2582	229	1647
YBL016W	573	607	943	506	734	830	454	322	508	460	351	544	820	600	797	831	630	744	425	581	863	481	689	1072	454	334	489	531	362	504	1016	512	924	1130	440	984
YBL017C	14908	5572	7622	13234	5894	8162	16375	2931	5886	15853	2942	5843	17767	1528	4322	24066	1786	4373	12424	5465	7502	13397	5721	9335	15632	3148	6475	17094	2927	6845	18037	1598	5871	17461	1309	6973
YBL018C	171	635	558	178	466	561	143	139	197	148	212	262	248	357	365	183	184	295	134	419	528	153	429	510	95	144	106	149	124	154	159	281	424	181	167	356
YBL019W	473	347	509	463	447	581	1120	563	835	1113	575	908	1168	438	639	1134	483	568	344	391	405	385	423	509	656	538	571	865	457	596	829	331	565	841	171	523
YBL020W	1873	943	1388	1739	1091	1397	1457	417	692	1443	384	777	1927	357	543	1733	328	667	1496	701	1193	1758	879	1497	1165	434	623	1539	375	791	1592	302	872	1639	267	917
YBL021C	127	118	171	128	149	182	154	115	164	162	104	186	165	101	155	188	87	108	106	157	190	112	130	222	116	109	100	127	78	110	165	108	144	171	54	132
YBL022C	5332	3395	4522	4977	4142	4564	3779	1476	2521	3795	1584	2667	3461	791	1469	4810	912	1405	4595	3859	4096	4553	3701	5212	3747	1561	2499	3584	1656	2675	3271	979	1982	3432	839	2270
YBL023C	2058	1790	2528	1917	2089	2658	1560	1080	1417	1467	1107	1515	1508	1129	1291	1680	1098	1259	1495	2124	2777	1533	2212	3016	1091	1253	1290	1347	1132	1502	1325	1154	1246	1457	958	1591
YBL024W	3006	2560	3344	2474	3177	3110	350	228	292	291	210	411	1289	666	941	1701	916	1004	1914	2784	2791	2174	3108	4402	271	202	255	313	272	368	1685	1323	1836	1704	1348	1700
YBL025W	129	162	217	107	222	249	105	108	158	124	124	218	170	123	167	127	103	148	126	200	245	120	198	264	87	121	109	126	117	127	164	93	145	167	59	162
YBL026W	106	410	297	111	290	394	107	186	265	73	296	305	151	306	306	118	167	205	70	360	385	111	311	339	65	255	218	88	229	273	139	259	439	147	156	386
YBL027W	2471	7469	9731	2096	9616	9451	3241	2235	3813	2672	2951	4871	2740	5666	7422	2403	4415	5942	1821	11912	10147	1938	10983	14404	2824	3273	3767	2826	4284	4449	2964	8563	13222	2912	11145	8995
YBL028C	148	825	732	126	688	700	40	58	122	41	93	116	108	220	242	84	223	247	98	612	217	113	596	451	54	96	76	43	123	137	202	436	529	184	161	434
YBL029C-A	62	92	100	61	93	121	283	361	520	282	417	523	397	487	537	383	409	459	54	102	122	64	94	94	216	346	367	270	341	482	295	271	461	319	159	429
YBL029W	101	81	81	101	79	84	187	80	137	165	122	166	193	95	101	209	85	94	58	66	74	86	66	96	129	70	73	138	63	102	152	56	117	119	20	96
YBL030C	1617	1939	1766	1560	2431	2414	1298	1416	1910	1224	1522	1715	1247	1461	1258	1140	1074	1221	1294	632	2324	1193	638	2257	1070	402	1416	1152	573	1971	1245	509	1546	1294	329	1302
YBL031W	98	68	78	112	102	85	169	65	129	167	98	126	139	49	88	186	78	77	84	67	62	109	83	110	100	52	91	125	70	112	132	56	115	181	29	77
YBL032W	1313	746	1020	1213	1036	1117	1329	332	652	1304	297	657	1563	293	459	1570	266	526	709	668	1274	757	875	1361	843	270	572	1127	319	721	1304	307	705	1485	261	800
YBL033C	523	584	859	491	777	826	1081	1204	1669	1095	1290	1732	613	988	1061	624	1069	1018	363	707	797	368	685	848	703	1193	1076	801	1153	1275	423	749	653	458	583	780
YBL034C	638	235	285	489	232	280	483	107	162	439	101	187	395	84	147	629	101	130	584	434	237	577	360	449	521	162	219	445	166	246	572	142	385	476	53	272
YBL035C	610	288	371	580	345	447	362	119	218	341	123	209	535	154	269	691	199	264	385	294	463	483	276	614	305	101	199	320	112	285	465	164	404	530	106	356
YBL036C	586	1394	1503	560	1388	1455	540	1073	1350	483	1081	1519	796	1015	1276	794	1023	1192	541	1631	1140	552	1497	1457	431	1337	1006	537	1260	1285	853	1360	1747	867	564	1662
YBL037W	1536	864	1065	1532	1068	1200	868	416	668	808	399	631	800	241	410	1112	270	357	1245	772	1169	1369	635	1513	635	267	499	818	269	708	711	178	456	806	108	442
YBL038W	213	490	531	220	574	597	179	418	543	184	518	633	229	452	565	151	441	486	193	618	432	172	591	605	161	509	461	214	428	474	193	498	592	207	203	555
YBL039C	4873	5940	8420	4276	6292	7719	652	796	1099	663	690	1280	2379	3068	3305	2346	2750	3106	2521	5646	6051	3220	6700	7761	594	1363	1129	852	1451	1555	3191	4652	5069	3338	4036	5138
YBL039C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL039W-B	25	32	24	31	47	52	82	110	175	62	160	152	77	166	165	69	108	127	22	35	32	25	32	32	59	94	140	67	113	197	77	66	137	62	27	120
YBL040C	714	1208	1357	793	1183	1553	1339	1135	1822	1359	1621	2099	1473	1594	1642	921	1039	1565	832	1024	1448	855	1004	1547	1175	1356	1447	1463	1283	1688	1288	1114	2060	1374	889	1947
YBL041W	644	1490	1835	692	1710	1876	924	1840	2506	876	2136	2883	1375	1828	1738	1138	1707	2157	521	1526	1563	598	1562	1821	765	2024	2054	907	2042	2493	1346	1707	2488	1426	1026	2208
YBL042C	4395	2314	3787	4033	2460	3509	866	182	350	827	187	490	2648	516	1109	2690	508	1053	3628	2344	3655	4947	2600	4819	607	187	231	882	186	394	3051	569	1478	3235	584	1719
YBL043W	16	5	7	14	7	11	22	14	22	22	11	20	30	22	21	21	12	22	8	4	3	11	5	8	9	11	4	15	13	14	30	9	25	29	12	23
YBL044W	1	0	1	1	0	0	3	1	3	1	1	1	1	6	11	5	1	7	0	0	0	0	2	2	4	1	0	2	1	1	6	10	3	7	4	10
YBL045C	1092	1322	1776	1161	1693	1939	1873	1846	2862	1726	1932	2646	1208	1337	1534	1436	1390	1497	1055	1901	1868	977	1676	2102	1202	2032	2263	1368	2020	2687	991	1368	1432	1050	909	1498
YBL046W	308	349	454	301	420	465	393	348	546	341	381	552	512	326	518	800	463	486	279	548	356	314	544	569	365	413	458	344	394	549	690	397	598	671	148	602
YBL047C	5026	3043	2840	4103	2951	2572	6393	1198	1914	5602	1314	1770	4916	519	1071	6969	664	1095	4040	3964	2703	4048	3206	3785	4354	1568	1797	4550	1760	2254	5388	1218	2181	4893	790	1667
YBL048W	71	48	46	83	56	41	271	205	248	257	247	308	260	198	263	213	130	167	48	30	26	55	32	45	117	151	175	134	133	182	172	144	243	178	49	184
YBL049W	164	71	90	151	86	106	419	303	422	407	356	503	273	195	261	234	124	197	88	47	62	104	48	74	194	208	194	200	173	229	213	78	167	177	36	131
YBL050W	517	970	1245	450	1227	1294	1076	1094	1578	991	1310	1799	1184	1256	1395	991	1006	1415	377	1341	1293	429	1224	1417	885	1277	1168	943	1215	1405	1052	1201	1683	1094	815	1542
YBL051C	970	330	328	654	372	234	743	238	310	694	234	231	582	191	228	754	234	215	527	442	329	519	331	388	421	251	226	593	275	337	543	338	475	559	242	323
YBL052C	4414	1478	1767	4083	1292	1849	2472	287	962	2522	426	921	2755	271	622	3915	485	677	3641	1660	979	3786	1545	1534	1846	398	647	2507	366	876	2693	401	1006	2799	123	1270
YBL053W	23	8	17	23	6	9	11	2	2	15	1	2	15	4	3	23	2	3	23	11	4	14	8	6	9	3	4	11	2	6	13	3	4	13	0	6
YBL054W	544	229	195	417	221	193	230	29	66	183	24	38	306	39	61	425	32	70	236	157	123	299	195	249	113	32	37	133	24	59	262	70	135	236	52	106
YBL055C	1496	1000	1481	1344	1184	1459	1295	788	1189	1220	761	1245	2011	707	1014	1873	672	990	936	1030	1209	1100	1203	1376	815	842	804	1157	800	939	1499	694	1072	1713	568	1096
YBL056W	3192	2844	3963	2976	3344	4081	3614	2717	3413	3559	2757	3995	4642	1663	2652	4720	1597	2303	2682	3783	4173	2759	3593	4540	2661	3079	2801	3357	2722	3340	4581	1576	2956	4735	996	3034
YBL057C	382	801	948	365	864	1115	546	637	901	540	728	995	599	823	880	497	590	773	416	811	1170	366	841	1234	426	761	723	485	662	829	506	741	1008	554	605	988
YBL058W	1241	1838	2626	1210	2787	2657	2640	1700	2424	2655	1725	2780	2822	1627	2160	3031	1780	2156	969	2746	2572	946	2930	2964	1964	2333	2193	2276	2032	2509	2038	2125	2434	2370	1651	2525
YBL059C-A	61	157	147	62	136	162	93	107	194	80	178	221	106	162	159	110	122	116	42	196	171	59	131	188	98	121	149	120	130	181	110	154	266	96	96	202
YBL059W	54	89	87	47	88	96	64	42	66	59	54	66	85	69	83	106	64	72	42	93	94	52	88	107	57	56	51	78	54	67	86	68	101	83	48	115
YBL060W	1283	505	735	1047	607	759	799	227	438	763	247	456	894	148	352	1110	240	335	862	635	552	1030	601	748	661	243	408	817	202	415	703	180	384	804	84	484
YBL061C	1672	1009	1412	1516	1078	1318	1210	441	890	1163	505	956	1001	344	763	1576	552	687	1141	1258	930	1208	1186	1466	892	426	691	960	490	733	1116	442	885	1206	282	870
YBL062W	5	7	7	4	4	6	3	5	3	8	1	2	8	1	2	3	1	3	3	9	4	2	6	8	2	1	1	4	3	0	4	3	5	6	1	5
YBL063W	1236	453	580	1189	435	620	1258	192	482	1096	171	409	849	98	264	1347	133	281	948	571	427	1031	476	751	962	201	421	1025	196	536	961	111	443	880	52	397
YBL064C	149	185	238	139	290	295	936	1381	2107	834	1791	2359	306	667	953	265	505	663	100	239	234	90	180	275	636	1041	1562	553	1108	1612	198	336	643	157	274	433
YBL065W	3	5	2	3	1	4	27	18	24	41	17	24	58	23	30	61	18	16	2	2	1	5	3	7	24	21	28	33	8	32	40	11	29	48	4	26
YBL066C	576	129	122	438	127	136	820	136	239	718	136	235	1108	174	349	1231	176	314	382	125	153	410	113	174	658	139	209	757	111	244	1004	108	425	843	64	362
YBL067C	3226	1264	1798	2713	1549	1791	2076	328	780	2012	318	845	2330	224	812	3240	228	752	1754	1385	1382	2058	1262	2079	1437	268	632	1530	329	810	2070	165	1219	2163	98	1097
YBL068W	595	1111	1461	483	1259	1325	291	396	544	276	424	662	406	603	734	348	479	642	368	1159	945	449	1125	1526	247	499	466	330	599	640	489	738	1054	480	843	826
YBL068W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL069W	403	393	470	399	492	561	329	201	286	347	207	250	598	380	378	453	417	369	320	361	523	302	351	660	240	202	213	329	173	299	523	380	437	646	308	580
YBL070C	9	10	12	9	17	19	3	2	0	3	1	3	4	7	5	4	3	2	4	9	8	4	9	20	1	2	1	3	0	3	10	2	15	7	3	10
YBL071C	97	241	205	80	268	290	67	66	87	53	76	91	102	138	119	57	93	100	68	99	230	50	104	245	35	34	48	67	51	85	97	73	137	106	56	151
YBL071C-B	2	2	0	1	0	1	3	0	3	3	1	1	12	2	2	6	3	4	2	2	2	4	0	2	2	0	1	4	0	0	13	6	2	28	2	5
YBL071W-A	30	78	107	40	93	111	20	24	33	23	39	37	52	60	51	23	50	56	13	40	89	29	58	91	18	24	26	25	20	39	41	29	62	44	27	63
YBL072C	1407	5177	6527	1384	5831	7437	2616	1297	1967	2648	1700	2568	3151	3198	3215	2016	1936	2959	1176	5585	7684	1192	5843	7193	1996	2558	2437	2493	2480	3062	1889	4400	5428	2047	4864	5196
YBL073W	13	1	3	16	1	5	5	3	3	7	1	0	1	1	2	11	3	1	15	2	2	9	1	1	9	1	1	7	1	0	9	1	5	12	1	3
YBL074C	405	114	194	374	160	211	975	166	394	899	184	424	794	88	275	1020	104	275	306	192	264	385	169	288	798	216	354	762	171	346	725	67	275	661	49	275
YBL075C	1253	504	727	1123	601	749	19184	24875	33139	19101	25599	35338	8971	7476	9860	11303	8728	8840	1118	753	979	1368	962	1118	11824	18781	18562	11675	15538	18734	7952	4890	6696	7584	2409	7104
YBL076C	25594	16712	23725	25140	19413	23103	34283	4372	10162	34865	4205	11581	47181	2397	10554	58195	2601	11137	20055	20729	22723	22468	20413	27077	25756	4543	8805	35061	3961	10856	41736	2383	13741	43243	2290	16015
YBL077W	441	397	468	407	398	519	842	97	262	891	98	269	1147	63	214	1143	55	247	393	400	540	345	296	634	548	97	222	773	83	281	824	49	344	910	44	431
YBL078C	46	101	92	42	116	130	161	529	611	148	506	704	159	278	273	114	274	260	26	69	71	22	77	91	124	437	530	171	379	619	142	163	291	144	24	266
YBL079W	6619	2132	3016	5625	2420	2913	4505	381	1127	4001	420	1183	4102	258	1065	6030	318	1032	4743	2684	2447	5210	2406	3911	3311	413	1112	3727	456	1325	4601	364	1838	4534	271	1783
YBL080C	345	218	373	459	347	411	640	372	572	678	358	607	923	378	572	1140	420	590	415	394	341	436	342	395	584	412	419	728	426	477	1057	376	620	1133	251	732
YBL081W	99	45	49	49	55	42	33	8	23	42	13	21	38	18	16	61	19	16	60	43	39	70	47	52	30	19	17	26	27	27	61	21	23	62	29	32
YBL082C	752	425	668	737	481	662	438	118	224	416	142	221	623	170	193	473	132	270	574	322	587	652	378	644	324	132	160	376	120	256	486	165	342	584	188	306
YBL083C	25	13	27	15	12	25	33	6	12	22	2	11	30	4	8	23	4	13	17	13	26	12	7	21	14	7	3	12	1	9	18	6	20	28	2	17
YBL084C	407	204	268	359	200	238	415	82	198	396	111	182	398	69	159	489	94	154	280	231	200	355	190	252	513	118	273	460	141	275	449	93	280	450	44	248
YBL085W	1518	410	529	1308	482	470	2492	375	833	2203	390	810	1837	205	602	2996	269	559	1109	701	361	1154	604	611	1908	541	826	1915	562	1012	2006	415	1252	1775	216	849
YBL086C	287	192	287	225	279	270	984	820	1538	880	983	1597	814	571	996	1050	860	915	189	209	211	236	247	264	656	715	1003	681	748	1147	595	405	726	626	187	712
YBL087C	1597	8642	8140	1702	6394	9003	2388	2055	3069	2151	3973	4054	3296	6474	5632	1925	2970	4263	1553	7376	12145	1431	6873	10499	1672	3768	3379	2472	3606	4266	1582	6707	8170	1549	7841	8357
YBL088C	5345	1130	1630	4604	1344	1626	4170	352	1021	3948	374	1050	3325	286	960	4932	304	941	3979	1552	1545	4445	1298	2376	3748	393	1272	3504	377	1370	3726	339	1649	3483	195	1529
YBL089W	535	334	492	585	377	504	712	207	375	634	223	412	850	220	379	657	167	339	514	253	473	544	326	595	535	229	370	678	230	432	684	133	427	714	91	440
YBL090W	124	356	428	89	360	466	191	350	421	185	383	468	289	474	487	257	308	379	113	463	512	120	388	487	121	393	309	174	380	396	236	485	593	255	300	519
YBL091C	982	1577	2521	904	2180	2589	1273	1725	2439	1165	1769	2819	1575	1746	2489	1695	2026	2188	784	2155	2156	842	2217	2786	1015	2190	2126	1110	2207	2373	1413	2008	2543	1600	1932	2568
YBL091C-A	57	44	58	47	65	62	135	109	226	134	149	218	123	138	232	128	125	187	48	65	53	43	59	68	167	121	180	186	150	188	136	112	241	145	104	185
YBL092W	1796	4059	4868	1540	5833	4973	2565	2211	3574	2185	2835	4138	1884	3644	4775	1669	2757	3341	1419	6360	6249	1320	5605	8174	2071	3164	3616	2290	3932	4441	1772	4656	9513	1656	5619	5369
YBL093C	557	816	895	402	916	896	495	653	898	451	657	919	668	1144	1444	663	1217	1274	293	613	540	372	705	692	375	752	701	483	803	894	571	1290	1597	706	596	1607
YBL094C	5	5	3	2	6	7	7	5	9	11	5	2	9	1	6	9	3	1	6	5	8	2	4	8	5	2	5	5	3	4	6	1	3	2	2	4
YBL095W	133	82	149	137	98	136	193	98	160	155	126	190	175	88	104	163	68	112	105	115	142	121	118	147	164	135	125	170	117	179	131	55	97	144	54	112
YBL096C	61	33	55	61	49	61	60	6	27	29	6	16	58	1	21	78	8	22	62	49	49	72	60	61	38	10	22	51	9	21	76	8	34	72	0	36
YBL097W	928	517	776	846	546	805	668	92	283	600	117	315	775	54	283	1334	87	291	757	855	536	892	758	976	628	137	335	629	114	315	991	105	482	948	31	512
YBL098W	300	548	632	342	646	778	509	618	764	481	631	803	518	778	814	399	705	768	373	854	1201	398	920	1084	377	891	654	467	792	868	497	873	898	508	773	1030
YBL099W	2528	2057	1918	1985	2240	1687	2719	1168	1426	2373	1158	1400	2942	761	1190	3643	842	1035	1912	2710	1911	1961	2560	2519	2030	1433	1457	2092	1656	1847	2957	1390	1974	2840	902	1556
YBL100C	67	33	55	53	46	60	107	21	45	97	24	46	101	23	41	110	20	32	57	42	47	48	59	64	73	32	42	84	26	64	73	18	62	104	26	52
YBL100W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-B	253	22	32	195	27	36	208	19	34	199	11	35	91	8	14	136	21	22	256	40	29	196	34	48	222	28	39	218	30	79	121	28	78	124	8	34
YBL100W-C	21	8	6	30	5	5	17	8	9	17	11	8	10	7	9	24	7	5	18	8	3	14	4	7	10	6	7	21	7	7	17	2	10	13	3	4
YBL101C	1351	282	335	1132	331	317	2494	398	606	2256	356	627	942	129	251	1293	116	190	812	379	421	790	312	487	1717	286	514	1678	320	651	809	129	444	763	91	263
YBL102W	360	673	706	375	707	795	552	572	722	515	689	872	517	635	655	399	395	558	291	619	827	306	613	794	386	560	558	451	530	683	317	424	606	314	305	660
YBL103C	497	343	482	441	424	429	404	285	443	423	269	395	440	209	330	567	325	359	299	440	343	320	391	524	354	322	382	466	338	488	468	285	519	471	155	435
YBL104C	1750	961	1360	1675	1151	1406	1226	243	534	1120	283	556	1381	110	410	1941	141	453	1379	1157	1233	1572	1166	1748	1087	275	496	1101	233	557	1553	127	547	1506	91	588
YBL105C	6799	2213	3163	6225	2525	3254	5206	566	1570	5179	630	1516	5045	436	1357	7723	544	1361	4155	1986	2666	4468	2112	3359	4014	542	1392	4339	476	1439	5038	391	1596	5064	229	1772
YBL106C	1731	627	762	1503	611	696	1159	165	363	1101	164	346	1132	161	333	1365	170	314	1168	638	780	1261	775	1079	889	220	381	1123	181	450	1219	216	526	1165	204	570
YBL107C	163	265	337	143	339	332	158	153	256	140	195	261	137	166	241	179	181	158	118	277	162	149	236	266	125	154	193	145	159	240	154	188	328	177	81	265
YBL107W-A	1	1	0	0	0	1	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	3
YBL108C-A	1	0	0	0	0	0	2	1	3	0	3	1	0	0	1	3	1	2	0	0	0	0	1	0	0	0	2	0	1	1	0	0	1	1	1	0
YBL108W	2	0	0	0	0	0	6	0	1	2	1	4	1	1	0	4	1	2	0	1	0	0	1	1	2	2	1	4	1	1	6	0	0	7	1	1
YBL109W	4	0	0	2	0	0	0	0	0	0	0	2	1	0	1	4	1	1	3	5	1	3	2	2	3	3	0	2	1	1	3	0	2	5	7	2
YBL111C	3	2	0	3	2	2	9	0	2	5	1	1	2	0	0	4	0	0	2	3	2	2	2	6	5	0	1	2	1	1	1	0	1	3	1	2
YBL112C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL113C	288	72	133	260	86	141	300	43	92	284	39	90	219	15	44	285	17	67	235	81	162	266	68	167	227	19	101	225	25	89	186	5	48	164	11	73
YBL113W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR001C	1598	1272	1697	1656	1655	1943	4919	2537	3936	4940	2733	4014	5074	1102	2116	6316	1135	1923	1246	1641	1792	1245	1243	1851	3569	2483	3042	3881	2144	3335	3094	744	1642	2844	369	1702
YBR002C	216	191	229	156	189	210	228	164	219	212	151	252	230	134	232	297	149	156	100	180	131	141	171	198	199	175	155	242	163	183	192	190	240	201	115	208
YBR003W	437	300	452	374	398	436	1287	516	1011	1275	570	1047	997	300	574	1163	336	517	417	399	343	478	408	539	1043	506	757	1072	565	880	836	251	627	851	188	572
YBR004C	335	135	126	306	133	187	760	151	270	649	186	301	918	230	343	1012	160	309	212	87	153	285	102	192	510	114	240	620	152	367	741	124	504	779	99	421
YBR005W	209	399	413	201	352	443	942	919	1175	846	978	1198	1434	2094	1992	1000	1536	1828	165	244	349	223	347	437	898	1062	1099	1039	1070	1303	1359	1597	1865	1233	1363	1940
YBR006W	350	359	404	364	399	464	1350	777	1242	1306	851	1267	1346	623	911	1512	665	832	233	314	344	327	361	429	1027	661	849	1032	642	1005	1248	504	853	1219	280	861
YBR007C	279	100	104	212	116	129	483	184	276	428	211	233	359	121	179	562	136	166	190	120	111	218	131	169	345	183	188	372	206	305	327	136	274	367	87	198
YBR008C	1629	566	848	1510	681	885	1514	360	650	1501	427	622	1509	220	393	1445	197	396	1010	368	900	1216	408	893	940	153	454	1093	184	502	1128	75	346	1189	64	434
YBR009C	263	966	925	248	975	854	515	1326	1678	459	1567	1899	700	1694	1521	866	1530	1500	238	1636	876	244	1511	1020	499	2305	1383	551	2093	1916	879	2177	2461	871	1119	1836
YBR010W	558	2602	2757	593	2568	3165	1224	2770	3449	1227	3307	3939	1554	5358	4580	873	3690	4094	555	2906	3399	559	2875	3090	1153	3331	2546	1342	3435	3383	1252	4708	4685	1062	1956	4809
YBR011C	1468	1327	1284	1151	1702	1462	1628	1231	1492	1318	1307	1648	993	1199	1319	1099	1259	1029	1148	2134	2178	1218	1844	2552	1175	1421	1631	1241	1804	2142	1339	1487	2439	1228	1830	1461
YBR012C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-B	15	0	0	25	2	2	16	0	3	18	1	2	7	2	1	11	0	0	17	3	2	12	0	6	15	1	3	15	0	3	9	1	4	10	0	2
YBR013C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR014C	319	417	440	362	478	453	390	445	715	346	547	821	388	331	519	298	404	506	385	451	244	330	392	358	296	475	472	373	517	555	414	371	682	402	261	580
YBR015C	3181	1642	2192	2794	1936	2168	3402	871	1582	3306	889	1662	3719	662	1233	4383	651	1311	2776	1105	2107	3073	1294	2612	2523	657	1408	2964	776	1688	3525	565	1933	3654	490	1727
YBR016W	25	19	19	8	14	18	79	62	89	53	66	77	52	62	51	63	79	63	17	21	22	18	31	26	59	55	94	77	59	103	65	45	106	50	36	59
YBR017C	3356	2924	4008	3103	3263	3846	2188	1676	2376	2017	1732	2480	3801	1749	2053	4602	1737	2395	2665	3233	3687	3060	3381	4751	1970	2132	2124	2510	2033	2683	4136	1815	2808	4655	1241	3174
YBR018C	13	1	6	4	2	4	171	51	109	132	50	122	95	50	139	114	51	81	9	4	10	20	6	8	117	50	115	112	42	132	109	45	122	94	16	77
YBR019C	251	33	66	246	52	57	499	96	223	398	126	184	353	71	151	458	76	131	184	43	98	224	42	92	441	80	214	543	98	257	389	93	240	358	58	204
YBR020W	403	106	83	304	96	104	263	43	77	228	41	76	562	119	152	798	105	133	286	63	111	341	71	105	278	52	77	385	50	101	563	48	200	511	38	175
YBR021W	870	364	465	707	339	456	387	110	160	353	127	204	627	162	252	772	123	227	665	357	571	934	374	682	320	98	151	431	103	209	661	125	402	607	92	313
YBR022W	145	242	263	128	280	312	301	375	580	254	478	684	239	572	655	160	375	466	100	243	312	118	265	317	217	570	457	217	519	575	196	423	624	157	255	530
